,airport,timezone
920,BQB,Australia/Perth
921,BQE,Africa/Bissau
922,BQG,Asia/Vladivostok
923,BQH,Europe/London
924,BQI,Africa/Windhoek
925,BQJ,Asia/Vladivostok
926,BQK,America/New_York
927,BQL,Australia/Brisbane
928,BQN,America/Puerto_Rico
929,BQO,Africa/Abidjan
930,BQQ,America/Bahia
931,BQS,Asia/Yakutsk
932,BQT,Europe/Minsk
933,BQU,America/St_Vincent
934,BQV,America/Juneau
935,BQW,Australia/Perth
936,BRA,America/Bahia
937,BRB,America/Fortaleza
938,BRC,America/Argentina/Salta
939,BRD,America/Chicago
940,BRE,Europe/Berlin
941,BRH,Pacific/Port_Moresby
942,BRI,Europe/Rome
943,BRJ,Australia/Melbourne
944,BRK,Australia/Sydney
945,BRL,America/Chicago
946,BRM,America/Caracas
947,BRN,Europe/Zurich
948,BRO,America/Chicago
949,BRP,Pacific/Port_Moresby
950,BRQ,Europe/Prague
951,BRR,Europe/London
952,BRS,Europe/London
953,BRT,Australia/Darwin
954,BRU,Europe/Brussels
955,BRV,Europe/Berlin
956,BRW,America/Anchorage
957,BRX,America/Santo_Domingo
958,BRY,America/New_York
959,BSA,Africa/Mogadishu
960,BSB,America/Sao_Paulo
961,BSC,America/Bogota
962,BSD,Asia/Shanghai
963,BSE,Asia/Kuching
964,BSF,Pacific/Honolulu
965,BSG,Africa/Malabo
966,BSI,Asia/Manila
967,BSJ,Australia/Melbourne
968,BSK,Africa/Algiers
969,BSL,Europe/Paris
970,BSM,Asia/Tehran
971,BSN,Africa/Bangui
972,BSO,Asia/Manila
973,BSP,Pacific/Port_Moresby
974,BSQ,America/Phoenix
975,BSR,Asia/Baghdad
976,BSS,America/Fortaleza
977,BST,Asia/Kabul
978,BSU,Africa/Kinshasa
979,BSV,Indian/Antananarivo
980,BSW,America/Anchorage
981,BSX,Asia/Yangon
982,BSY,Africa/Mogadishu
983,BTA,Africa/Douala
984,BTB,Africa/Brazzaville
985,BTC,Asia/Colombo
986,BTD,Australia/Darwin
987,BTE,Africa/Freetown
988,BTF,America/Denver
989,BTG,Africa/Bangui
990,BTH,Asia/Jakarta
991,BTI,America/Anchorage
992,BTJ,Asia/Jakarta
993,BTK,Asia/Irkutsk
994,BTL,America/Detroit
995,BTM,America/Denver
996,BTN,America/New_York
997,BTO,America/Paramaribo
998,BTP,America/New_York
999,BTQ,Africa/Kigali
1000,BTR,America/Chicago
1001,BTS,Europe/Bratislava
1002,BTT,America/Anchorage
1003,BTU,Asia/Kuching
1004,BTV,America/New_York
1005,BTW,Asia/Jakarta
1006,BTX,Australia/Brisbane
1007,BTY,America/Los_Angeles
1008,BUA,Pacific/Bougainville
1009,BUB,America/Chicago
1010,BUC,Australia/Brisbane
1011,BUD,Europe/Budapest
1012,BUE,America/Argentina/Buenos_Aires
1013,BUF,America/New_York
1014,BUG,Africa/Luanda
1015,BUH,Europe/Bucharest
1016,BUI,Asia/Jayapura
1017,BUJ,Africa/Algiers
1018,BUK,Asia/Aden
1019,BUL,Pacific/Port_Moresby
1020,BUM,America/Chicago
1021,BUN,America/Bogota
1022,BUO,Africa/Mogadishu
1023,BUP,Asia/Kolkata
1024,BUQ,Africa/Harare
1025,BUR,America/Los_Angeles
1026,BUS,Asia/Tbilisi
1027,BUT,Asia/Thimphu
1028,BUU,Asia/Jakarta
1029,BUV,America/Montevideo
1030,BUW,Asia/Makassar
1031,BUX,Africa/Lubumbashi
1032,BUY,Australia/Perth
1033,BUZ,Asia/Tehran
1034,BVA,Europe/Paris
1035,BVB,America/Boa_Vista
1036,BVC,Atlantic/Cape_Verde
1037,BVE,Europe/Paris
1038,BVF,Pacific/Fiji
1039,BVG,Europe/Oslo
1040,BVH,America/Cuiaba
1041,BVI,Australia/Brisbane
1042,BVK,America/La_Paz
1043,BVL,America/La_Paz
1044,BVM,America/Bahia
1045,BVO,America/Chicago
1046,BVP,Pacific/Port_Moresby
1047,BVR,Atlantic/Cape_Verde
1048,BVS,America/Santarem
1049,BVU,America/Anchorage
1050,BVV,Asia/Sakhalin
1051,BVW,Australia/Brisbane
1052,BVX,America/Chicago
1053,BVY,America/New_York
1054,BVZ,Australia/Perth
1055,BWA,Asia/Kathmandu
1056,BWB,Australia/Perth
1057,BWC,America/Los_Angeles
1058,BWD,America/Chicago
1059,BWE,Europe/Berlin
1060,BWF,Europe/London
1061,BWG,America/Chicago
1062,BWH,Asia/Kuala_Lumpur
1063,BWI,America/New_York
1064,BWJ,Pacific/Port_Moresby
1065,BWK,Europe/Zagreb
1066,BWL,America/Chicago
1067,BWM,America/Denver
1068,BWN,Asia/Brunei
1069,BWO,Europe/Saratov
1070,BWP,Pacific/Port_Moresby
1071,BWQ,Australia/Sydney
1072,BWT,Australia/Hobart
1073,BWU,Australia/Sydney
1074,BWW,America/Havana
1075,BWX,Asia/Jakarta
1076,BXA,America/Chicago
1077,BXB,Asia/Jayapura
1078,BXD,Asia/Jayapura
1079,BXE,Africa/Dakar
1080,BXF,Australia/Perth
1081,BXG,Australia/Melbourne
1082,BXH,Asia/Almaty
1083,BXI,Africa/Abidjan
1084,BXJ,Asia/Almaty
1085,BXK,America/Phoenix
1086,BXL,Pacific/Fiji
1087,BXM,Asia/Jayapura
1088,BXN,Europe/Istanbul
1089,BXO,Europe/Zurich
1090,BXP,Europe/Warsaw
1091,BXR,Asia/Tehran
1092,BXS,America/Los_Angeles
1093,BXT,Asia/Makassar
1094,BXU,Asia/Manila
1095,BXV,Atlantic/Reykjavik
1096,BXW,Asia/Jakarta
1097,BXX,Africa/Mogadishu
1098,BXY,Asia/Qostanay
1099,BXZ,Pacific/Port_Moresby
1100,BYA,America/Anchorage
1101,BYB,Asia/Muscat
1102,BYC,America/La_Paz
1103,BYD,Asia/Aden
1104,BYF,Europe/Paris
1105,BYG,America/Denver
1106,BYH,America/Chicago
1107,BYI,America/Boise
1108,BYJ,Europe/Lisbon
1109,BYK,Africa/Abidjan
1110,BYL,Africa/Monrovia
1111,BYM,America/Havana
1112,BYN,Asia/Ulaanbaatar
1113,BYO,America/Campo_Grande
1114,BYP,Australia/Perth
1115,BYQ,Asia/Makassar
1116,BYR,Europe/Copenhagen
1117,BYS,America/Los_Angeles
1118,BYT,Europe/Dublin
1119,BYU,Europe/Berlin
1120,BYV,Asia/Colombo
1121,BYW,America/Los_Angeles
1122,BYX,Australia/Darwin
1123,BZA,America/Managua
1124,BZB,Africa/Maputo
1125,BZC,America/Sao_Paulo
1126,BZD,Australia/Sydney
1127,BZE,America/Belize
1128,BZF,America/Los_Angeles
1129,BZG,Europe/Warsaw
1130,BZH,Africa/Harare
1131,BZI,Europe/Istanbul
1132,BZK,Europe/Moscow
1133,BZL,Asia/Dhaka
1134,BZM,Indian/Antananarivo
1135,BZN,America/Denver
1136,BZO,Europe/Rome
1137,BZP,Australia/Brisbane
1138,BZR,Europe/Paris
1139,BZT,America/Chicago
1140,BZU,Africa/Lubumbashi
1141,BZV,Africa/Brazzaville
1142,BZX,Asia/Shanghai
1143,BZY,Europe/Chisinau
1144,BZZ,Europe/London
1145,CAA,America/Tegucigalpa
1146,CAB,Africa/Luanda
1147,CAC,America/Sao_Paulo
1148,CAD,America/Detroit
1149,CAE,America/New_York
1150,CAF,America/Manaus
1151,CAG,Europe/Rome
1152,CAH,Asia/Ho_Chi_Minh
1153,CAI,Africa/Cairo
1154,CAJ,America/Caracas
1155,CAK,America/New_York
1156,CAL,Europe/London
1157,CAM,America/La_Paz
1158,CAN,Asia/Shanghai
1159,CAO,America/Denver
1160,CAP,America/Port-au-Prince
1161,CAQ,America/Bogota
1162,CAR,America/New_York
1163,CAS,Africa/Casablanca
1164,CAT,Europe/Lisbon
1165,CAU,America/Recife
1166,CAV,Africa/Luanda
1167,CAW,America/Sao_Paulo
1168,CAX,Europe/London
1169,CAY,America/Cayenne
1170,CAZ,Australia/Sydney
1171,CBB,America/La_Paz
1172,CBC,Australia/Perth
1173,CBD,Asia/Kolkata
1174,CBE,America/New_York
1175,CBF,America/Chicago
1176,CBG,Europe/London
1177,CBH,Africa/Algiers
1178,CBI,Australia/Hobart
1179,CBJ,America/Santo_Domingo
1180,CBK,America/Chicago
1181,CBL,America/Caracas
1182,CBM,America/Chicago
1183,CBN,Asia/Jakarta
1184,CBO,Asia/Manila
1185,CBP,Europe/Lisbon
1186,CBQ,Africa/Lagos
1187,CBR,Australia/Sydney
1188,CBS,America/Caracas
1189,CBT,Africa/Luanda
1190,CBU,Europe/Berlin
1191,CBV,America/Guatemala
1192,CBW,America/Sao_Paulo
1193,CBX,Australia/Sydney
1194,CBY,Australia/Brisbane
1195,CCA,America/La_Paz
1196,CCB,America/Los_Angeles
1197,CCC,America/Havana
1198,CCE,Africa/Cairo
1199,CCF,Europe/Paris
1200,CCG,America/Chicago
1201,CCH,America/Santiago
1202,CCI,America/Sao_Paulo
1203,CCJ,Asia/Kolkata
1204,CCK,Indian/Cocos
1205,CCL,Australia/Brisbane
1206,CCM,America/Sao_Paulo
1207,CCN,Asia/Kabul
1208,CCO,America/Bogota
1209,CCP,America/Santiago
1210,CCR,America/Los_Angeles
1211,CCS,America/Caracas
1212,CCT,America/Argentina/Salta
1213,CCU,Asia/Kolkata
1214,CCV,Pacific/Efate
1215,CCW,Australia/Adelaide
1216,CCX,America/Cuiaba
1217,CCY,America/Chicago
1218,CCZ,America/Nassau
1219,CDA,Australia/Darwin
1220,CDB,America/Nome
1221,CDC,America/Denver
1222,CDD,America/Tegucigalpa
1223,CDE,Asia/Shanghai
1224,CDG,Europe/Paris
1225,CDH,America/Chicago
1226,CDI,America/Sao_Paulo
1227,CDJ,America/Araguaina
1228,CDK,America/New_York
1229,CDL,America/Anchorage
1230,CDN,America/New_York
1231,CDO,Africa/Johannesburg
1232,CDP,Asia/Kolkata
1233,CDQ,Australia/Brisbane
1234,CDR,America/Denver
1235,CDS,America/Chicago
1236,CDT,Europe/Madrid
1237,CDU,Australia/Sydney
1238,CDV,America/Anchorage
1239,CDW,America/New_York
1240,CDY,Asia/Manila
1241,CEA,America/Chicago
1242,CEB,Asia/Manila
1243,CEC,America/Los_Angeles
1244,CED,Australia/Adelaide
1245,CEE,Europe/Moscow
1246,CEF,America/New_York
1247,CEG,Europe/London
1248,CEH,Africa/Blantyre
1249,CEI,Asia/Bangkok
1250,CEK,Asia/Yekaterinburg
1251,CEM,America/Anchorage
1252,CEN,America/Hermosillo
1253,CEO,Africa/Luanda
1254,CEP,America/La_Paz
1255,CEQ,Europe/Paris
1256,CER,Europe/Paris
1257,CES,Australia/Sydney
1258,CET,Europe/Paris
1259,CEU,America/New_York
1260,CEV,America/Indiana/Indianapolis
1261,CEW,America/Chicago
1262,CEX,America/Anchorage
1263,CEY,America/Chicago
1264,CEZ,America/Denver
1265,CFB,America/Sao_Paulo
1266,CFC,America/Sao_Paulo
1267,CFD,America/Chicago
1268,CFE,Europe/Paris
1269,CFF,Africa/Luanda
1270,CFG,America/Havana
1271,CFH,Australia/Adelaide
1272,CFI,Australia/Darwin
1273,CFK,Africa/Algiers
1274,CFM,America/Edmonton
1275,CFN,Europe/Dublin
1276,CFO,America/Cuiaba
1277,CFP,Australia/Brisbane
1278,CFQ,America/Creston
1279,CFR,Europe/Paris
1280,CFS,Australia/Sydney
1281,CFT,America/Phoenix
1282,CFU,Europe/Athens
1283,CFV,America/Chicago
1284,CGA,America/Juneau
1285,CGB,America/Cuiaba
1286,CGC,Pacific/Port_Moresby
1287,CGD,Asia/Shanghai
1288,CGE,America/New_York
1289,CGF,America/New_York
1290,CGG,Asia/Manila
1291,CGH,America/Sao_Paulo
1292,CGI,America/Chicago
1293,CGJ,Africa/Lusaka
1294,CGK,Asia/Jakarta
1295,CGM,Asia/Manila
1296,CGN,Europe/Berlin
1297,CGO,Asia/Shanghai
1298,CGP,Asia/Dhaka
1299,CGQ,Asia/Shanghai
1300,CGR,America/Campo_Grande
1301,CGS,America/New_York
1302,CGT,Africa/Nouakchott
1303,CGV,Australia/Perth
1304,CGY,Asia/Manila
1305,CGZ,America/Phoenix
1306,CHA,America/New_York
1307,CHB,Asia/Karachi
1308,CHC,Pacific/Auckland
1309,CHF,Asia/Seoul
1310,CHG,Asia/Shanghai
1311,CHH,America/Lima
1312,CHI,America/Chicago
1313,CHJ,Africa/Harare
1314,CHK,America/Chicago
1315,CHL,America/Boise
1316,CHM,America/Lima
1317,CHN,Asia/Seoul
1318,CHO,America/New_York
1319,CHP,America/Anchorage
1320,CHQ,Europe/Athens
1321,CHR,Europe/Paris
1322,CHS,America/New_York
1323,CHT,Pacific/Chatham
1324,CHU,America/Anchorage
1325,CHV,Europe/Lisbon
1326,CHX,America/Panama
1327,CHY,Pacific/Guadalcanal
1328,CHZ,America/Los_Angeles
1329,CIA,Europe/Rome
1330,CIC,America/Los_Angeles
1331,CID,America/Chicago
1332,CIE,Australia/Perth
1333,CIF,Asia/Shanghai
1334,CIG,America/Denver
1335,CIH,Asia/Shanghai
1336,CII,Europe/Istanbul
1337,CIJ,America/La_Paz
1338,CIK,America/Anchorage
1339,CIL,America/Nome
1340,CIM,America/Bogota
1341,CIN,America/Chicago
1342,CIO,America/Asuncion
1343,CIP,Africa/Lusaka
1344,CIQ,America/Guatemala
1345,CIR,America/Chicago
1346,CIS,Pacific/Enderbury
1347,CIT,Asia/Almaty
1348,CIU,America/Detroit
1349,CIW,America/St_Vincent
1350,CIX,America/Lima
1351,CIY,Europe/Rome
1352,CIZ,America/Manaus
1353,CJA,America/Lima
1354,CJB,Asia/Kolkata
1355,CJC,America/Santiago
1356,CJD,America/Bogota
1357,CJF,Australia/Perth
1358,CJH,America/Vancouver
1359,CJJ,Asia/Seoul
1360,CJL,Asia/Karachi
1361,CJM,Asia/Bangkok
1362,CJN,Asia/Jakarta
1363,CJS,America/Ojinaga
1364,CJT,America/Mexico_City
1365,CJU,Asia/Seoul
1366,CKA,America/Chicago
1367,CKB,America/New_York
1368,CKC,Europe/Kiev
1369,CKD,America/Anchorage
1370,CKE,America/Los_Angeles
1371,CKG,Asia/Shanghai
1372,CKH,Asia/Magadan
1373,CKI,Australia/Darwin
1374,CKK,America/Chicago
1375,CKL,Europe/Moscow
1376,CKM,America/Chicago
1377,CKN,America/Chicago
1378,CKO,America/Sao_Paulo
1379,CKR,America/Los_Angeles
1380,CKS,America/Araguaina
1381,CKT,Asia/Tehran
1382,CKU,America/Anchorage
1383,CKV,America/Chicago
1384,CKW,Australia/Perth
1385,CKX,America/Anchorage
1386,CKY,Africa/Conakry
1387,CKZ,Europe/Istanbul
1388,CLA,Asia/Dhaka
1389,CLD,America/Los_Angeles
1390,CLE,America/New_York
1391,CLG,America/Los_Angeles
1392,CLH,Australia/Sydney
1393,CLI,America/Chicago
1394,CLJ,Europe/Bucharest
1395,CLK,America/Chicago
1396,CLL,America/Chicago
1397,CLM,America/Los_Angeles
1398,CLN,America/Araguaina
1399,CLO,America/Bogota
1400,CLP,America/Anchorage
1401,CLQ,America/Mexico_City
1402,CLR,America/Los_Angeles
1403,CLS,America/Los_Angeles
1404,CLT,America/New_York
1405,CLU,America/Indiana/Indianapolis
1406,CLV,America/Sao_Paulo
1407,CLW,America/New_York
1408,CLX,America/Argentina/Cordoba
1409,CLY,Europe/Paris
1410,CLZ,America/Caracas
1411,CMA,Australia/Brisbane
1412,CMB,Asia/Colombo
1413,CMC,America/Fortaleza
1414,CMD,Australia/Sydney
1415,CME,America/Merida
1416,CMF,Europe/Paris
1417,CMG,America/Campo_Grande
1418,CMH,America/New_York
1419,CMI,America/Chicago
1420,CMJ,Asia/Taipei
1421,CMK,Africa/Blantyre
1422,CML,Australia/Brisbane
1423,CMM,America/Guatemala
1424,CMN,Africa/Casablanca
1425,CMO,Africa/Mogadishu
1426,CMP,America/Santarem
1427,CMQ,Australia/Brisbane
1428,CMR,Europe/Paris
1429,CMS,Africa/Mogadishu
1430,CMT,America/Belem
1431,CMU,Pacific/Port_Moresby
1432,CMV,Pacific/Auckland
1433,CMW,America/Havana
1434,CMX,America/Detroit
1435,CMY,America/Chicago
1436,CMZ,Africa/Maputo
1437,CNA,America/Hermosillo
1438,CNB,Australia/Sydney
1439,CNC,Australia/Brisbane
1440,CND,Europe/Bucharest
1441,CNE,America/Denver
1442,CNF,America/Sao_Paulo
1443,CNG,Europe/Paris
1444,CNH,America/New_York
1445,CNI,Asia/Shanghai
1446,CNJ,Australia/Brisbane
1447,CNK,America/Chicago
1448,CNL,Europe/Copenhagen
1449,CNM,America/Denver
1450,CNN,Asia/Kolkata
1451,CNO,America/Los_Angeles
1452,CNP,America/Scoresbysund
1453,CNQ,America/Argentina/Cordoba
1454,CNR,America/Santiago
1455,CNS,Australia/Brisbane
1456,CNT,America/Argentina/Cordoba
1457,CNU,America/Chicago
1458,CNV,America/Bahia
1459,CNW,America/Chicago
1460,CNX,Asia/Bangkok
1461,CNY,America/Denver
1462,CNZ,Africa/Luanda
1463,COA,America/Los_Angeles
1464,COB,Australia/Darwin
1465,COC,America/Argentina/Cordoba
1466,COD,America/Denver
1467,COE,America/Los_Angeles
1468,COF,America/New_York
1469,COG,America/Bogota
1470,COH,Asia/Kolkata
1471,COI,America/New_York
1472,COJ,Australia/Sydney
1473,COK,Asia/Kolkata
1474,COL,Europe/London
1475,COM,America/Chicago
1476,CON,America/New_York
1477,COO,Africa/Porto-Novo
1478,COP,America/New_York
1479,COQ,Asia/Choibalsan
1480,COR,America/Argentina/Cordoba
1481,COS,America/Denver
1482,COT,America/Chicago
1483,COU,America/Chicago
1484,COW,America/Santiago
1485,COY,Australia/Perth
1486,COZ,America/Santo_Domingo
1487,CPA,Africa/Monrovia
1488,CPB,America/Bogota
1489,CPC,America/Argentina/Salta
1490,CPD,Australia/Adelaide
1491,CPE,America/Merida
1492,CPF,Asia/Jakarta
1493,CPG,America/Argentina/Buenos_Aires
1494,CPH,Europe/Copenhagen
1495,CPI,Pacific/Port_Moresby
1496,CPL,America/Bogota
1497,CPM,America/Los_Angeles
1498,CPN,Pacific/Port_Moresby
1499,CPO,America/Santiago
1500,CPP,America/Santiago
1501,CPR,America/Denver
1502,CPS,America/Chicago
1503,CPT,Africa/Johannesburg
1504,CPU,America/Fortaleza
1505,CPV,America/Recife
1506,CPX,America/Puerto_Rico
1507,CQA,America/Cuiaba
1508,CQD,Asia/Tehran
1509,CQF,Europe/Paris
1510,CQM,Europe/Madrid
1511,CQP,Australia/Brisbane
1512,CQS,America/Porto_Velho
1513,CQT,America/Bogota
1514,CRA,Europe/Bucharest
1515,CRB,Australia/Sydney
1516,CRC,America/Bogota
1517,CRD,America/Argentina/Catamarca
1518,CRE,America/New_York
1519,CRF,Africa/Bangui
1520,CRG,America/New_York
1521,CRH,Australia/Brisbane
1522,CRI,America/Nassau
1523,CRJ,Australia/Adelaide
1524,CRK,Asia/Manila
1525,CRL,Europe/Brussels
1526,CRM,Asia/Manila
1527,CRO,America/Los_Angeles
1528,CRP,America/Chicago
1529,CRQ,America/Bahia
1530,CRR,America/Argentina/Cordoba
1531,CRS,America/Chicago
1532,CRT,America/Chicago
1533,CRU,America/Grenada
1534,CRV,Europe/Rome
1535,CRW,America/New_York
1536,CRX,America/Chicago
1537,CRY,Australia/Perth
1538,CRZ,Asia/Ashgabat
1539,CSA,Europe/London
1540,CSB,Europe/Bucharest
1541,CSC,America/Costa_Rica
1542,CSD,Australia/Darwin
1543,CSE,America/Denver
1544,CSF,Europe/Paris
1545,CSG,America/New_York
1546,CSH,Europe/Moscow
1547,CSI,Australia/Sydney
1548,CSK,Africa/Dakar
1549,CSM,America/Chicago
1550,CSN,America/Los_Angeles
1551,CSO,Europe/Berlin
1552,CSQ,America/Chicago
1553,CSR,America/Bogota
1554,CSS,America/Campo_Grande
1555,CST,Pacific/Fiji
1556,CSU,America/Sao_Paulo
1557,CSV,America/Chicago
1558,CSX,Asia/Shanghai
1559,CSY,Europe/Moscow
1560,CSZ,America/Argentina/Buenos_Aires
1561,CTA,Europe/Rome
1562,CTB,America/Denver
1563,CTC,America/Argentina/Catamarca
1564,CTD,America/Panama
1565,CTE,America/Panama
1566,CTF,America/Guatemala
1567,CTG,America/Bogota
1568,CTH,America/New_York
1569,CTI,Africa/Luanda
1570,CTK,America/Chicago
1571,CTL,Australia/Brisbane
1572,CTM,America/Merida
1573,CTN,Australia/Brisbane
1574,CTO,America/New_York
1575,CTP,America/Fortaleza
1576,CTQ,America/Sao_Paulo
1577,CTR,Australia/Darwin
1578,CTS,Asia/Tokyo
1579,CTT,Europe/Paris
1580,CTU,Asia/Shanghai
1581,CTW,America/Phoenix
1582,CTX,America/New_York
1583,CTY,America/New_York
1584,CTZ,America/New_York
1585,CUA,America/Mazatlan
1586,CUB,America/New_York
1587,CUC,America/Bogota
1588,CUD,Australia/Brisbane
1589,CUE,America/Guayaquil
1590,CUF,Europe/Rome
1591,CUG,Australia/Sydney
1592,CUH,America/Chicago
1593,CUI,America/Bogota
1594,CUJ,Asia/Manila
1595,CUK,America/Belize
1596,CUL,America/Mazatlan
1597,CUM,America/Caracas
1598,CUN,America/Cancun
1599,CUO,America/Bogota
1600,CUP,America/Caracas
1601,CUQ,Australia/Brisbane
1602,CUR,America/Curacao
1603,CUS,America/Denver
1604,CUT,America/Argentina/Salta
1605,CUU,America/Chihuahua
1606,CUV,America/Caracas
1607,CUX,America/Chicago
1608,CUY,Australia/Perth
1609,CUZ,America/Lima
1610,CVB,Pacific/Port_Moresby
1611,CVC,Australia/Adelaide
1612,CVE,America/Bogota
1613,CVF,Europe/Paris
1614,CVG,America/New_York
1615,CVH,America/Argentina/Salta
1616,CVI,America/Argentina/Rio_Gallegos
1617,CVJ,America/Mexico_City
1618,CVL,Pacific/Port_Moresby
1619,CVM,America/Monterrey
1620,CVN,America/Denver
1621,CVO,America/Los_Angeles
1622,CVQ,Australia/Perth
1623,CVS,America/Denver
1624,CVT,Europe/London
1625,CVU,Atlantic/Azores
1626,CWA,America/Chicago
1627,CWB,America/Sao_Paulo
1628,CWC,Europe/Uzhgorod
1629,CWF,America/Chicago
1630,CWI,America/Chicago
1631,CWJ,Asia/Shanghai
1632,CWL,Europe/London
1633,CWR,Australia/Adelaide
1634,CWS,America/Los_Angeles
1635,CWT,Australia/Sydney
1636,CWW,Australia/Sydney
1637,CWX,America/Phoenix
1638,CXA,America/Caracas
1639,CXB,Asia/Dhaka
1640,CXC,America/Anchorage
1641,CXF,America/Anchorage
1642,CXH,America/Vancouver
1643,CXI,Pacific/Kiritimati
1644,CXJ,America/Sao_Paulo
1645,CXL,America/Los_Angeles
1646,CXN,Africa/Mogadishu
1647,CXO,America/Chicago
1648,CXP,Asia/Jakarta
1649,CXQ,Australia/Perth
1650,CXR,Asia/Ho_Chi_Minh
1651,CXT,Australia/Brisbane
1652,CXY,America/Nassau
1653,CYA,America/Port-au-Prince
1654,CYB,America/Cayman
1655,CYC,America/Belize
1656,CYD,America/Belize
1657,CYF,America/Nome
1658,CYG,Australia/Melbourne
1659,CYI,Asia/Taipei
1660,CYL,America/Tegucigalpa
1661,CYM,America/Sitka
1662,CYO,America/Havana
1663,CYP,Asia/Manila
1664,CYR,America/Montevideo
1665,CYS,America/Denver
1666,CYT,America/Anchorage
1667,CYU,Asia/Manila
1668,CYW,America/Mexico_City
1669,CYX,Asia/Magadan
1670,CYZ,Asia/Manila
1671,CZA,America/Merida
1672,CZB,America/Sao_Paulo
1673,CZC,America/Anchorage
1674,CZE,America/Caracas
1675,CZF,America/Nome
1676,CZH,America/Belize
1677,CZJ,America/Panama
1678,CZK,America/Los_Angeles
1679,CZL,Africa/Algiers
1680,CZM,America/Cancun
1681,CZN,America/Anchorage
1682,CZO,America/Anchorage
1683,CZP,America/Juneau
1684,CZS,America/Eirunepe
1685,CZT,America/Chicago
1686,CZU,America/Bogota
1687,CZW,Europe/Warsaw
1688,CZX,Asia/Shanghai
1689,CZY,Australia/Brisbane
1690,DAA,America/New_York
1691,DAB,America/New_York
1692,DAC,Asia/Dhaka
1693,DAD,Asia/Ho_Chi_Minh
1694,DAF,Pacific/Port_Moresby
1695,DAG,America/Los_Angeles
1696,DAH,Asia/Aden
1697,DAK,Africa/Cairo
1698,DAL,America/Chicago
1699,DAM,Asia/Damascus
1700,DAN,America/New_York
1701,DAO,Pacific/Port_Moresby
1702,DAP,Asia/Kathmandu
1703,DAR,Africa/Dar_es_Salaam
1704,DAS,America/Yellowknife
1705,DAT,Asia/Shanghai
1706,DAU,Pacific/Port_Moresby
1707,DAV,America/Panama
1708,DAX,Asia/Shanghai
1709,DAY,America/New_York
1710,DAZ,Asia/Kabul
1711,DBA,Asia/Karachi
1712,DBB,Africa/Cairo
1713,DBC,Asia/Shanghai
1714,DBD,Asia/Kolkata
1715,DBK,Asia/Colombo
1716,DBM,Africa/Addis_Ababa
1717,DBN,America/New_York
1718,DBO,Australia/Sydney
1719,DBP,Pacific/Port_Moresby
1720,DBQ,America/Chicago
1721,DBS,America/Boise
1722,DBT,Africa/Addis_Ababa
1723,DBU,Asia/Colombo
1724,DBV,Europe/Zagreb
1725,DBY,Australia/Brisbane
1726,DCA,America/New_York
1727,DCF,America/Dominica
1728,DCG,Asia/Dubai
1729,DCI,Europe/Rome
1730,DCK,America/Anchorage
1731,DCM,Europe/Paris
1732,DCN,Australia/Perth
1733,DCT,America/Nassau
1734,DCU,America/Chicago
1735,DCY,Asia/Shanghai
1736,DDC,America/Chicago
1737,DDD,Indian/Maldives
1738,DDG,Asia/Shanghai
1739,DDM,Pacific/Port_Moresby
1740,DDN,Australia/Brisbane
1741,DDU,Asia/Karachi
1742,DEA,Asia/Karachi
1743,DEB,Europe/Budapest
1744,DEC,America/Chicago
1745,DED,Asia/Kolkata
1746,DEE,Asia/Sakhalin
1747,DEF,Asia/Tehran
1748,DEH,America/Chicago
1749,DEI,Indian/Mahe
1750,DEL,Asia/Kolkata
1751,DEM,Africa/Addis_Ababa
1752,DEN,America/Denver
1753,DEP,Asia/Kolkata
1754,DER,Pacific/Port_Moresby
1755,DES,Indian/Mahe
1756,DET,America/Detroit
1757,DEX,Asia/Jayapura
1758,DEZ,Asia/Damascus
1759,DFI,America/New_York
1760,DFP,Australia/Brisbane
1761,DFW,America/Chicago
